Course_name,Inst_Name,Alloted_Cat,Quota,Institute Type,First Rank,Last Rank,City
"INFORMATION
TECHNOLOGY","GOVERNMENT ENGINEERING COLLEGE,
BHAVNAGAR",GEN,GUJCET Based,Govt / GIA,7041.0,7150.0,BHAVNAGAR
"INFORMATION
TECHNOLOGY","GOVERNMENT ENGINEERING COLLEGE,
BHAVNAGAR",SC,GUJCET Based,Govt / GIA,36989.0,36989.0,BHAVNAGAR
"INFORMATION
TECHNOLOGY","GOVERNMENT ENGINEERING COLLEGE,
BHAVNAGAR",ST,GUJCET Based,Govt / GIA,38900.0,38900.0,BHAVNAGAR
"INFORMATION
TECHNOLOGY - TFWS","GOVERNMENT ENGINEERING COLLEGE,
BHAVNAGAR",TFWs,GUJCET Based,Govt / GIA,5803.0,5803.0,BHAVNAGAR
"MECHANICAL
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE,
BHAVNAGAR",GEN,GUJCET Based,Govt / GIA,20639.0,50084.0,BHAVNAGAR
"MECHANICAL
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE,
BHAVNAGAR",GEN,JEE Based,Govt / GIA,904990.0,990390.0,BHAVNAGAR
CIVIL ENGINEERING,"GOVERNMENT ENGINEERING COLLEGE,
GODHRA",GEN,GUJCET Based,Govt / GIA,28000.0,38519.0,GODHRA
CIVIL ENGINEERING,"GOVERNMENT ENGINEERING COLLEGE,
GODHRA",GEN,JEE Based,Govt / GIA,924894.0,931750.0,GODHRA
ELECTRICAL ENGINEERING,"GOVERNMENT ENGINEERING COLLEGE,
GODHRA",GEN,GUJCET Based,Govt / GIA,35477.0,35477.0,GODHRA
ELECTRICAL ENGINEERING,"GOVERNMENT ENGINEERING COLLEGE,
GODHRA",GEN,JEE Based,Govt / GIA,915396.0,926808.0,GODHRA
"MECHANICAL
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE,
GODHRA",GEN,GUJCET Based,Govt / GIA,33746.0,33746.0,GODHRA
"AUTOMOBILE
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE,
MODASA",GEN,GUJCET Based,Govt / GIA,37263.0,37263.0,MODASA
CIVIL ENGINEERING,"GOVERNMENT ENGINEERING COLLEGE,
MODASA",GEN,GUJCET Based,Govt / GIA,27350.0,39735.0,MODASA
COMPUTER ENGINEERING,"GOVERNMENT ENGINEERING COLLEGE,
MODASA",EWS,GUJCET Based,Govt / GIA,15245.0,17028.0,MODASA
COMPUTER ENGINEERING,"GOVERNMENT ENGINEERING COLLEGE,
MODASA",GEN,GUJCET Based,Govt / GIA,8300.0,13459.0,MODASA
COMPUTER ENGINEERING,"GOVERNMENT ENGINEERING COLLEGE,
MODASA",SC,GUJCET Based,Govt / GIA,28804.0,39006.0,MODASA
COMPUTER ENGINEERING,"GOVERNMENT ENGINEERING COLLEGE,
MODASA",SEBC,GUJCET Based,Govt / GIA,14621.0,21470.0,MODASA
COMPUTER ENGINEERING,"GOVERNMENT ENGINEERING COLLEGE,
MODASA",EWS,JEE Based,Govt / GIA,904758.0,904758.0,MODASA
COMPUTER ENGINEERING,"GOVERNMENT ENGINEERING COLLEGE,
MODASA",ST,JEE Based,Govt / GIA,921510.0,921510.0,MODASA
"COMPUTER ENGINEERING -
TFWS","GOVERNMENT ENGINEERING COLLEGE,
MODASA",TFWs,GUJCET Based,Govt / GIA,7360.0,7360.0,MODASA
ELECTRICAL ENGINEERING,"GOVERNMENT ENGINEERING COLLEGE,
MODASA",GEN,GUJCET Based,Govt / GIA,30038.0,50400.0,MODASA
ELECTRICAL ENGINEERING,"GOVERNMENT ENGINEERING COLLEGE,
MODASA",GEN,JEE Based,Govt / GIA,900274.0,931662.0,MODASA
"INFORMATION
TECHNOLOGY","GOVERNMENT ENGINEERING COLLEGE,
MODASA",EWS,GUJCET Based,Govt / GIA,18604.0,21999.0,MODASA
"INFORMATION
TECHNOLOGY","GOVERNMENT ENGINEERING COLLEGE,
MODASA",GEN,GUJCET Based,Govt / GIA,9372.0,18141.0,MODASA
"INFORMATION
TECHNOLOGY","GOVERNMENT ENGINEERING COLLEGE,
MODASA",SC,GUJCET Based,Govt / GIA,23194.0,31053.0,MODASA
"INFORMATION
TECHNOLOGY","GOVERNMENT ENGINEERING COLLEGE,
MODASA",SEBC,GUJCET Based,Govt / GIA,20490.0,25089.0,MODASA
"INFORMATION
TECHNOLOGY","GOVERNMENT ENGINEERING COLLEGE,
MODASA",ST,GUJCET Based,Govt / GIA,28390.0,28390.0,MODASA
"INFORMATION
TECHNOLOGY","GOVERNMENT ENGINEERING COLLEGE,
MODASA",SEBC,JEE Based,Govt / GIA,909721.0,909757.0,MODASA
"MECHANICAL
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE,
MODASA",GEN,GUJCET Based,Govt / GIA,30145.0,39680.0,MODASA
CIVIL ENGINEERING,"GOVERNMENT ENGINEERING COLLEGE,
PALANPUR",GEN,GUJCET Based,Govt / GIA,30186.0,31044.0,PALANPUR
COMPUTER ENGINEERING,"GOVERNMENT ENGINEERING COLLEGE,
PALANPUR",EWS,GUJCET Based,Govt / GIA,18362.0,20778.0,PALANPUR
COMPUTER ENGINEERING,"GOVERNMENT ENGINEERING COLLEGE,
PALANPUR",SEBC,GUJCET Based,Govt / GIA,19530.0,22904.0,PALANPUR
ELECTRICAL ENGINEERING,"GOVERNMENT ENGINEERING COLLEGE,
PALANPUR",GEN,JEE Based,Govt / GIA,911122.0,990118.0,PALANPUR
"MECHANICAL
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE,
PALANPUR",GEN,JEE Based,Govt / GIA,907253.0,990420.5,PALANPUR
CHEMICAL ENGINEERING,"GOVERNMENT ENGINEERING COLLEGE, BHARUCH",GEN,GUJCET Based,Govt / GIA,10989.0,14243.0,BHARUCH
CHEMICAL ENGINEERING,"GOVERNMENT ENGINEERING COLLEGE, BHARUCH",SEBC,JEE Based,Govt / GIA,912350.0,912350.0,BHARUCH
CIVIL ENGINEERING,"GOVERNMENT ENGINEERING COLLEGE, BHARUCH",GEN,GUJCET Based,Govt / GIA,10305.0,50642.0,BHARUCH
COMPUTER ENGINEERING,"GOVERNMENT ENGINEERING COLLEGE, BHARUCH",EWS,GUJCET Based,Govt / GIA,11502.0,13497.0,BHARUCH
"ELECTRONICS & COMMUNICATION
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, BHARUCH",EWS,GUJCET Based,Govt / GIA,25867.0,34009.0,BHARUCH
ELECTRONICS & COMMUNICATION ENGINEERING,"GOVERNMENT ENGINEERING COLLEGE, BHARUCH",GEN,GUJCET Based,Govt / GIA,18523.0,22173.0,BHARUCH
"ELECTRONICS & COMMUNICATION
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, BHARUCH",SEBC,GUJCET Based,Govt / GIA,27904.0,39035.0,BHARUCH
"ELECTRONICS &
COMMUNICATION ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, BHARUCH",GEN,JEE Based,Govt / GIA,904817.0,904907.0,BHARUCH
"ELECTRONICS & COMMUNICATION
ENGINEERING - TFWS","GOVERNMENT ENGINEERING COLLEGE, BHARUCH",TFWs,GUJCET Based,Govt / GIA,15467.0,16122.0,BHARUCH
MECHANICAL ENGINEERING,"GOVERNMENT ENGINEERING COLLEGE, BHARUCH",GEN,GUJCET Based,Govt / GIA,20144.0,37979.0,BHARUCH
MECHANICAL ENGINEERING,"GOVERNMENT ENGINEERING COLLEGE, BHARUCH",GEN,JEE Based,Govt / GIA,906336.0,908835.0,BHARUCH
CIVIL ENGINEERING,"GOVERNMENT ENGINEERING COLLEGE, BHAVNAGAR",GEN,GUJCET Based,Govt / GIA,20035.0,25797.0,BHAVNAGAR
COMPUTER ENGINEERING,"GOVERNMENT ENGINEERING COLLEGE, BHAVNAGAR",EWS,GUJCET Based,Govt / GIA,5485.0,6083.0,BHAVNAGAR
COMPUTER ENGINEERING,"GOVERNMENT ENGINEERING COLLEGE, BHAVNAGAR",SEBC,GUJCET Based,Govt / GIA,4772.0,8969.0,BHAVNAGAR
"ELECTRONICS & COMMUNICATION
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, BHAVNAGAR",EWS,GUJCET Based,Govt / GIA,22382.0,25069.0,BHAVNAGAR
ELECTRONICS & COMMUNICATION ENGINEERING,"GOVERNMENT ENGINEERING COLLEGE, BHAVNAGAR",GEN,GUJCET Based,Govt / GIA,1314.0,21621.0,BHAVNAGAR
"ELECTRONICS & COMMUNICATION
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, BHAVNAGAR",SEBC,GUJCET Based,Govt / GIA,21627.0,40008.0,BHAVNAGAR
"INFORMATION & COMMUNICATION
TECHNOLOGY","GOVERNMENT ENGINEERING COLLEGE, BHAVNAGAR",EWS,GUJCET Based,Govt / GIA,19569.0,23904.0,BHAVNAGAR
INFORMATION & COMMUNICATION TECHNOLOGY,"GOVERNMENT ENGINEERING COLLEGE, BHAVNAGAR",GEN,GUJCET Based,Govt / GIA,13051.0,19401.0,BHAVNAGAR
"INFORMATION & COMMUNICATION
TECHNOLOGY","GOVERNMENT ENGINEERING COLLEGE, BHAVNAGAR",SC,GUJCET Based,Govt / GIA,39870.0,39870.0,BHAVNAGAR
INFORMATION & COMMUNICATION TECHNOLOGY,"GOVERNMENT ENGINEERING COLLEGE, BHAVNAGAR",SEBC,GUJCET Based,Govt / GIA,22463.0,32042.0,BHAVNAGAR
"INFORMATION & COMMUNICATION
TECHNOLOGY","GOVERNMENT ENGINEERING COLLEGE, BHAVNAGAR",EWS,JEE Based,Govt / GIA,904580.0,904580.0,BHAVNAGAR
"INFORMATION & COMMUNICATION
TECHNOLOGY","GOVERNMENT ENGINEERING COLLEGE, BHAVNAGAR",GEN,JEE Based,Govt / GIA,902235.0,902235.0,BHAVNAGAR
INFORMATION & COMMUNICATION TECHNOLOGY,"GOVERNMENT ENGINEERING COLLEGE, BHAVNAGAR",SC,JEE Based,Govt / GIA,926903.0,926903.0,BHAVNAGAR
INFORMATION & COMMUNICATION TECHNOLOGY - TFWS,"GOVERNMENT ENGINEERING COLLEGE, BHAVNAGAR",TFWs,GUJCET Based,Govt / GIA,11045.0,11045.0,BHAVNAGAR
INFORMATION TECHNOLOGY,"GOVERNMENT ENGINEERING COLLEGE, BHAVNAGAR",SEBC,GUJCET Based,Govt / GIA,10585.0,12545.0,BHAVNAGAR
CHEMICAL ENGINEERING,"GOVERNMENT ENGINEERING COLLEGE, BHUJ",GEN,GUJCET Based,Govt / GIA,31490.0,50012.0,BHUJ
CHEMICAL ENGINEERING,"GOVERNMENT ENGINEERING COLLEGE, BHUJ",GEN,JEE Based,Govt / GIA,907617.0,931865.0,BHUJ
CIVIL ENGINEERING,"GOVERNMENT ENGINEERING COLLEGE, BHUJ",GEN,GUJCET Based,Govt / GIA,34879.0,34879.0,BHUJ
ELECTRICAL ENGINEERING,"GOVERNMENT ENGINEERING COLLEGE, BHUJ",GEN,GUJCET Based,Govt / GIA,28199.0,39312.0,BHUJ
ELECTRICAL ENGINEERING,"GOVERNMENT ENGINEERING COLLEGE, BHUJ",GEN,JEE Based,Govt / GIA,910810.0,918191.0,BHUJ
"MECHANICAL
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, BHUJ",GEN,JEE Based,Govt / GIA,911242.0,921592.0,BHUJ
MINING ENGINEERING,"GOVERNMENT ENGINEERING COLLEGE, BHUJ",GEN,GUJCET Based,Govt / GIA,29665.0,29665.0,BHUJ
CIVIL ENGINEERING,"GOVERNMENT ENGINEERING COLLEGE, DAHOD",GEN,JEE Based,Govt / GIA,924814.0,924814.0,DAHOD
COMPUTER ENGINEERING,"GOVERNMENT ENGINEERING COLLEGE, DAHOD",EWS,GUJCET Based,Govt / GIA,22452.0,24506.0,DAHOD
COMPUTER ENGINEERING,"GOVERNMENT ENGINEERING COLLEGE, DAHOD",GEN,GUJCET Based,Govt / GIA,14906.0,19254.0,DAHOD
COMPUTER ENGINEERING,"GOVERNMENT ENGINEERING COLLEGE, DAHOD",SC,GUJCET Based,Govt / GIA,23562.0,23562.0,DAHOD
COMPUTER ENGINEERING,"GOVERNMENT ENGINEERING COLLEGE, DAHOD",SEBC,GUJCET Based,Govt / GIA,23208.0,26537.0,DAHOD
COMPUTER ENGINEERING,"GOVERNMENT ENGINEERING COLLEGE, DAHOD",EWS,JEE Based,Govt / GIA,906009.0,906009.0,DAHOD
COMPUTER ENGINEERING,"GOVERNMENT ENGINEERING COLLEGE, DAHOD",GEN,JEE Based,Govt / GIA,903433.0,903433.0,DAHOD
COMPUTER ENGINEERING,"GOVERNMENT ENGINEERING COLLEGE, DAHOD",SEBC,JEE Based,Govt / GIA,910618.0,910618.0,DAHOD
"COMPUTER ENGINEERING -
TFWS","GOVERNMENT ENGINEERING COLLEGE, DAHOD",TFWs,GUJCET Based,Govt / GIA,12413.0,12413.0,DAHOD
ELECTRICAL ENGINEERING,"GOVERNMENT ENGINEERING COLLEGE, DAHOD",GEN,GUJCET Based,Govt / GIA,37789.0,37789.0,DAHOD
ELECTRICAL ENGINEERING,"GOVERNMENT ENGINEERING COLLEGE, DAHOD",GEN,JEE Based,Govt / GIA,910200.0,932302.0,DAHOD
ELECTRONICS & COMMUNICATION ENGINEERING,"GOVERNMENT ENGINEERING COLLEGE, DAHOD",GEN,GUJCET Based,Govt / GIA,26464.0,50003.0,DAHOD
"ELECTRONICS &
COMMUNICATION ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, DAHOD",GEN,JEE Based,Govt / GIA,905648.0,906161.0,DAHOD
ELECTRONICS & COMMUNICATION ENGINEERING - TFWS,"GOVERNMENT ENGINEERING COLLEGE, DAHOD",TFWs,GUJCET Based,Govt / GIA,23959.0,26158.0,DAHOD
"MECHANICAL
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, DAHOD",GEN,GUJCET Based,Govt / GIA,37157.0,37157.0,DAHOD
MECHANICAL ENGINEERING,"GOVERNMENT ENGINEERING COLLEGE, GODHRA",GEN,JEE Based,Govt / GIA,990374.0,990374.0,GODHRA
CIVIL ENGINEERING,"GOVERNMENT ENGINEERING COLLEGE, MODASA",GEN,JEE Based,Govt / GIA,918712.0,932445.0,MODASA
COMPUTER ENGINEERING,"GOVERNMENT ENGINEERING COLLEGE, MODASA",ST,GUJCET Based,Govt / GIA,36795.0,38465.0,MODASA
COMPUTER ENGINEERING,"GOVERNMENT ENGINEERING COLLEGE, MODASA",GEN,JEE Based,Govt / GIA,902423.0,902811.0,MODASA
"ELECTRONICS & COMMUNICATION
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, MODASA",EWS,GUJCET Based,Govt / GIA,35941.0,38315.0,MODASA
ELECTRONICS & COMMUNICATION ENGINEERING,"GOVERNMENT ENGINEERING COLLEGE, MODASA",GEN,GUJCET Based,Govt / GIA,21208.0,34012.0,MODASA
"ELECTRONICS & COMMUNICATION
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, MODASA",SEBC,GUJCET Based,Govt / GIA,37250.0,37250.0,MODASA
ELECTRONICS & COMMUNICATION ENGINEERING,"GOVERNMENT ENGINEERING COLLEGE, MODASA",GEN,JEE Based,Govt / GIA,906291.0,906291.0,MODASA
"ELECTRONICS &
COMMUNICATION ENGINEERING - TFWS","GOVERNMENT ENGINEERING COLLEGE, MODASA",TFWs,GUJCET Based,Govt / GIA,19771.0,19771.0,MODASA
INFORMATION TECHNOLOGY,"GOVERNMENT ENGINEERING COLLEGE, MODASA",GEN,JEE Based,Govt / GIA,904413.0,905753.0,MODASA
INFORMATION TECHNOLOGY - TFWS,"GOVERNMENT ENGINEERING COLLEGE, MODASA",TFWs,GUJCET Based,Govt / GIA,10033.0,11202.0,MODASA
MECHANICAL ENGINEERING,"GOVERNMENT ENGINEERING COLLEGE, MODASA",GEN,JEE Based,Govt / GIA,909029.0,921119.0,MODASA
CIVIL ENGINEERING,"GOVERNMENT ENGINEERING COLLEGE, PALANPUR",GEN,JEE Based,Govt / GIA,916020.0,990007.0,PALANPUR
COMPUTER ENGINEERING,"GOVERNMENT ENGINEERING COLLEGE, PALANPUR",GEN,GUJCET Based,Govt / GIA,10545.0,18028.0,PALANPUR
COMPUTER ENGINEERING,"GOVERNMENT ENGINEERING COLLEGE, PALANPUR",GEN,JEE Based,Govt / GIA,903117.0,903117.0,PALANPUR
COMPUTER ENGINEERING - TFWS,"GOVERNMENT ENGINEERING COLLEGE, PALANPUR",TFWs,GUJCET Based,Govt / GIA,7476.0,11693.0,PALANPUR
ELECTRICAL ENGINEERING,"GOVERNMENT ENGINEERING COLLEGE, PALANPUR",GEN,GUJCET Based,Govt / GIA,39028.0,40067.0,PALANPUR
CIVIL ENGINEERING,"GOVERNMENT ENGINEERING COLLEGE, PATAN",GEN,GUJCET Based,Govt / GIA,23274.0,35733.0,PATAN
CIVIL ENGINEERING,"GOVERNMENT ENGINEERING COLLEGE, PATAN",GEN,JEE Based,Govt / GIA,907588.0,931751.0,PATAN
"COMPUTER SCIENCE &
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, PATAN",EWS,GUJCET Based,Govt / GIA,14383.0,18594.0,PATAN
COMPUTER SCIENCE & ENGINEERING,"GOVERNMENT ENGINEERING COLLEGE, PATAN",GEN,GUJCET Based,Govt / GIA,8797.0,12445.0,PATAN
"COMPUTER SCIENCE &
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, PATAN",SC,GUJCET Based,Govt / GIA,33127.0,33127.0,PATAN
COMPUTER SCIENCE & ENGINEERING,"GOVERNMENT ENGINEERING COLLEGE, PATAN",SEBC,GUJCET Based,Govt / GIA,12705.0,21796.0,PATAN
"COMPUTER SCIENCE &
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, PATAN",ST,GUJCET Based,Govt / GIA,32489.0,36542.0,PATAN
"COMPUTER SCIENCE &
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, PATAN",EWS,JEE Based,Govt / GIA,904121.0,904121.0,PATAN
"COMPUTER SCIENCE &
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, PATAN",GEN,JEE Based,Govt / GIA,902316.0,902865.0,PATAN
"COMPUTER SCIENCE &
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, PATAN",SEBC,JEE Based,Govt / GIA,907652.0,908578.0,PATAN
"COMPUTER SCIENCE &
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, PATAN",ST,JEE Based,Govt / GIA,914788.0,914788.0,PATAN
"COMPUTER SCIENCE &
ENGINEERING - TFWS","GOVERNMENT ENGINEERING COLLEGE, PATAN",TFWs,GUJCET Based,Govt / GIA,5038.0,5038.0,PATAN
ELECTRICAL ENGINEERING,"GOVERNMENT ENGINEERING COLLEGE, PATAN",GEN,JEE Based,Govt / GIA,923949.0,931518.0,PATAN
"ELECTRONICS & COMMUNICATION
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, PATAN",EWS,GUJCET Based,Govt / GIA,33792.0,37332.0,PATAN
"ELECTRONICS & COMMUNICATION
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, PATAN",GEN,GUJCET Based,Govt / GIA,22965.0,32729.0,PATAN
ELECTRONICS & COMMUNICATION ENGINEERING,"GOVERNMENT ENGINEERING COLLEGE, PATAN",SEBC,GUJCET Based,Govt / GIA,33076.0,39848.0,PATAN
"ELECTRONICS & COMMUNICATION
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, PATAN",GEN,JEE Based,Govt / GIA,907565.0,907565.0,PATAN
ELECTRONICS & COMMUNICATION ENGINEERING - TFWS,"GOVERNMENT ENGINEERING COLLEGE, PATAN",TFWs,GUJCET Based,Govt / GIA,20491.0,20491.0,PATAN
"MECHANICAL
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, PATAN",GEN,GUJCET Based,Govt / GIA,26432.0,50609.0,PATAN
"MECHANICAL
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, PATAN",GEN,JEE Based,Govt / GIA,911619.0,930388.0,PATAN
ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,"GOVERNMENT ENGINEERING COLLEGE, RAJKOT",EWS,GUJCET Based,Govt / GIA,12068.0,14358.0,RAJKOT
ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,"GOVERNMENT ENGINEERING COLLEGE, RAJKOT",GEN,GUJCET Based,Govt / GIA,5740.0,10956.0,RAJKOT
ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,"GOVERNMENT ENGINEERING COLLEGE, RAJKOT",SC,GUJCET Based,Govt / GIA,34281.0,34281.0,RAJKOT
ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,"GOVERNMENT ENGINEERING COLLEGE, RAJKOT",SEBC,GUJCET Based,Govt / GIA,11367.0,17888.0,RAJKOT
ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,"GOVERNMENT ENGINEERING COLLEGE, RAJKOT",GEN,JEE Based,Govt / GIA,902018.0,902018.0,RAJKOT
ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,"GOVERNMENT ENGINEERING COLLEGE, RAJKOT",SC,JEE Based,Govt / GIA,910135.0,910135.0,RAJKOT
ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,"GOVERNMENT ENGINEERING COLLEGE, RAJKOT",SEBC,JEE Based,Govt / GIA,905600.0,905600.0,RAJKOT
